BILL DATE,CUSTOMER,mat,QUANTITY,region,MATERIAL description
28-01-2023,GLENCORE INTERNATIONAL AG,SILICO MANGANESE  Mn 65% to 70%,27,SWITZERLAND,SILICO MANGANESE Mn 65% to 70%
28-01-2023,GLENCORE INTERNATIONAL AG,SILICO MANGANESE  Mn 65% to 70%,27,SWITZERLAND,SILICO MANGANESE Mn 65% to 70%
28-01-2023,GLENCORE INTERNATIONAL AG,SILICO MANGANESE  Mn 65% to 70%,27,SWITZERLAND,SILICO MANGANESE Mn 65% to 70%
28-01-2023,GLENCORE INTERNATIONAL AG,SILICO MANGANESE  Mn 65% to 70%,27,SWITZERLAND,SILICO MANGANESE Mn 65% to 70%
28-01-2023,GLENCORE INTERNATIONAL AG,SILICO MANGANESE  Mn 65% to 70%,27,SWITZERLAND,SILICO MANGANESE Mn 65% to 70%
28-01-2023,GLENCORE INTERNATIONAL AG,SILICO MANGANESE  Mn 65% to 70%,27,SWITZERLAND,SILICO MANGANESE Mn 65% to 70%
28-01-2023,GLENCORE INTERNATIONAL AG,SILICO MANGANESE  Mn 65% to 70%,27,SWITZERLAND,SILICO MANGANESE Mn 65% to 70%
28-01-2023,GLENCORE INTERNATIONAL AG,SILICO MANGANESE  Mn 65% to 70%,27,SWITZERLAND,SILICO MANGANESE Mn 65% to 70%
28-01-2023,GLENCORE INTERNATIONAL AG,SILICO MANGANESE  Mn 65% to 70%,27,SWITZERLAND,SILICO MANGANESE Mn 65% to 70%
28-01-2023,GLENCORE INTERNATIONAL AG,SILICO MANGANESE  Mn 65% to 70%,27,SWITZERLAND,SILICO MANGANESE Mn 65% to 70%
07-05-2022,GLENCORE INTERNATIONAL AG,SILICO MANGANESE  Mn 65% to 70%,33.08,SWITZERLAND,SILICO MANGANESE Mn 65% to 70%
07-05-2022,GLENCORE INTERNATIONAL AG,SILICO MANGANESE  Mn 65% to 70%,33.01,SWITZERLAND,SILICO MANGANESE Mn 65% to 70%
07-05-2022,GLENCORE INTERNATIONAL AG,SILICO MANGANESE  Mn 65% to 70%,31.76,SWITZERLAND,SILICO MANGANESE Mn 65% to 70%
06-05-2022,GLENCORE INTERNATIONAL AG,SILICO MANGANESE  Mn 65% to 70%,34.48,SWITZERLAND,SILICO MANGANESE Mn 65% to 70%
06-05-2022,GLENCORE INTERNATIONAL AG,SILICO MANGANESE  Mn 65% to 70%,34.46,SWITZERLAND,SILICO MANGANESE Mn 65% to 70%
06-05-2022,GLENCORE INTERNATIONAL AG,SILICO MANGANESE  Mn 65% to 70%,34.42,SWITZERLAND,SILICO MANGANESE Mn 65% to 70%
06-05-2022,GLENCORE INTERNATIONAL AG,SILICO MANGANESE  Mn 65% to 70%,34.35,SWITZERLAND,SILICO MANGANESE Mn 65% to 70%
06-05-2022,GLENCORE INTERNATIONAL AG,SILICO MANGANESE  Mn 65% to 70%,34.17,SWITZERLAND,SILICO MANGANESE Mn 65% to 70%
06-05-2022,GLENCORE INTERNATIONAL AG,SILICO MANGANESE  Mn 65% to 70%,34.05,SWITZERLAND,SILICO MANGANESE Mn 65% to 70%
06-05-2022,GLENCORE INTERNATIONAL AG,SILICO MANGANESE  Mn 65% to 70%,34.02,SWITZERLAND,SILICO MANGANESE Mn 65% to 70%
06-05-2022,GLENCORE INTERNATIONAL AG,SILICO MANGANESE  Mn 65% to 70%,34.01,SWITZERLAND,SILICO MANGANESE Mn 65% to 70%
06-05-2022,GLENCORE INTERNATIONAL AG,SILICO MANGANESE  Mn 65% to 70%,33.97,SWITZERLAND,SILICO MANGANESE Mn 65% to 70%
06-05-2022,GLENCORE INTERNATIONAL AG,SILICO MANGANESE  Mn 65% to 70%,33.91,SWITZERLAND,SILICO MANGANESE Mn 65% to 70%
06-05-2022,GLENCORE INTERNATIONAL AG,SILICO MANGANESE  Mn 65% to 70%,33.85,SWITZERLAND,SILICO MANGANESE Mn 65% to 70%
06-05-2022,GLENCORE INTERNATIONAL AG,SILICO MANGANESE  Mn 65% to 70%,33.39,SWITZERLAND,SILICO MANGANESE Mn 65% to 70%
06-05-2022,GLENCORE INTERNATIONAL AG,SILICO MANGANESE  Mn 65% to 70%,33.36,SWITZERLAND,SILICO MANGANESE Mn 65% to 70%
06-05-2022,GLENCORE INTERNATIONAL AG,SILICO MANGANESE  Mn 65% to 70%,33.31,SWITZERLAND,SILICO MANGANESE Mn 65% to 70%
06-05-2022,GLENCORE INTERNATIONAL AG,SILICO MANGANESE  Mn 65% to 70%,33.24,SWITZERLAND,SILICO MANGANESE Mn 65% to 70%
06-05-2022,GLENCORE INTERNATIONAL AG,SILICO MANGANESE  Mn 65% to 70%,33.23,SWITZERLAND,SILICO MANGANESE Mn 65% to 70%
06-05-2022,GLENCORE INTERNATIONAL AG,SILICO MANGANESE  Mn 65% to 70%,33.17,SWITZERLAND,SILICO MANGANESE Mn 65% to 70%
06-05-2022,GLENCORE INTERNATIONAL AG,SILICO MANGANESE  Mn 65% to 70%,33.11,SWITZERLAND,SILICO MANGANESE Mn 65% to 70%
06-05-2022,GLENCORE INTERNATIONAL AG,SILICO MANGANESE  Mn 65% to 70%,33.09,SWITZERLAND,SILICO MANGANESE Mn 65% to 70%
06-05-2022,GLENCORE INTERNATIONAL AG,SILICO MANGANESE  Mn 65% to 70%,32.86,SWITZERLAND,SILICO MANGANESE Mn 65% to 70%
06-05-2022,GLENCORE INTERNATIONAL AG,SILICO MANGANESE  Mn 65% to 70%,29.17,SWITZERLAND,SILICO MANGANESE Mn 65% to 70%
06-05-2022,GLENCORE INTERNATIONAL AG,SILICO MANGANESE  Mn 65% to 70%,29.05,SWITZERLAND,SILICO MANGANESE Mn 65% to 70%
05-05-2022,GLENCORE INTERNATIONAL AG,SILICO MANGANESE  Mn 65% to 70%,34.34,SWITZERLAND,SILICO MANGANESE Mn 65% to 70%
05-05-2022,GLENCORE INTERNATIONAL AG,SILICO MANGANESE  Mn 65% to 70%,34.29,SWITZERLAND,SILICO MANGANESE Mn 65% to 70%
05-05-2022,GLENCORE INTERNATIONAL AG,SILICO MANGANESE  Mn 65% to 70%,34.17,SWITZERLAND,SILICO MANGANESE Mn 65% to 70%
05-05-2022,GLENCORE INTERNATIONAL AG,SILICO MANGANESE  Mn 65% to 70%,34,SWITZERLAND,SILICO MANGANESE Mn 65% to 70%
05-05-2022,GLENCORE INTERNATIONAL AG,SILICO MANGANESE  Mn 65% to 70%,33.87,SWITZERLAND,SILICO MANGANESE Mn 65% to 70%
05-05-2022,GLENCORE INTERNATIONAL AG,SILICO MANGANESE  Mn 65% to 70%,33.84,SWITZERLAND,SILICO MANGANESE Mn 65% to 70%
05-05-2022,GLENCORE INTERNATIONAL AG,SILICO MANGANESE  Mn 65% to 70%,33.66,SWITZERLAND,SILICO MANGANESE Mn 65% to 70%
05-05-2022,GLENCORE INTERNATIONAL AG,SILICO MANGANESE  Mn 65% to 70%,33.47,SWITZERLAND,SILICO MANGANESE Mn 65% to 70%
05-05-2022,GLENCORE INTERNATIONAL AG,SILICO MANGANESE  Mn 65% to 70%,33.36,SWITZERLAND,SILICO MANGANESE Mn 65% to 70%
05-05-2022,GLENCORE INTERNATIONAL AG,SILICO MANGANESE  Mn 65% to 70%,33.3,SWITZERLAND,SILICO MANGANESE Mn 65% to 70%
05-05-2022,GLENCORE INTERNATIONAL AG,SILICO MANGANESE  Mn 65% to 70%,33.2,SWITZERLAND,SILICO MANGANESE Mn 65% to 70%
05-05-2022,GLENCORE INTERNATIONAL AG,SILICO MANGANESE  Mn 65% to 70%,33.2,SWITZERLAND,SILICO MANGANESE Mn 65% to 70%
05-05-2022,GLENCORE INTERNATIONAL AG,SILICO MANGANESE  Mn 65% to 70%,33.18,SWITZERLAND,SILICO MANGANESE Mn 65% to 70%
05-05-2022,GLENCORE INTERNATIONAL AG,SILICO MANGANESE  Mn 65% to 70%,33.15,SWITZERLAND,SILICO MANGANESE Mn 65% to 70%
05-05-2022,GLENCORE INTERNATIONAL AG,SILICO MANGANESE  Mn 65% to 70%,33.15,SWITZERLAND,SILICO MANGANESE Mn 65% to 70%
05-05-2022,GLENCORE INTERNATIONAL AG,SILICO MANGANESE  Mn 65% to 70%,33.12,SWITZERLAND,SILICO MANGANESE Mn 65% to 70%
05-05-2022,GLENCORE INTERNATIONAL AG,SILICO MANGANESE  Mn 65% to 70%,33.1,SWITZERLAND,SILICO MANGANESE Mn 65% to 70%
05-05-2022,GLENCORE INTERNATIONAL AG,SILICO MANGANESE  Mn 65% to 70%,33.06,SWITZERLAND,SILICO MANGANESE Mn 65% to 70%
05-05-2022,GLENCORE INTERNATIONAL AG,SILICO MANGANESE  Mn 65% to 70%,33.04,SWITZERLAND,SILICO MANGANESE Mn 65% to 70%
05-05-2022,GLENCORE INTERNATIONAL AG,SILICO MANGANESE  Mn 65% to 70%,32.98,SWITZERLAND,SILICO MANGANESE Mn 65% to 70%
31-05-2022,GLOBAL PRATEK PTE LTD,SILICO MANGANESE  Mn 65% to 70%,28,SINGAPORE,SILICO MANGANESE Mn 65% to 70%
